design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/openlane/designs/slack_aware_fir,fir_top,RUN_2026.02.24_15.40.40,flow completed,0h16m39s0ms,0h12m44s0ms,101241.11215237742,0.561234451025,30372.333645713225,30.72,-1,1689.82,16155,0,0,0,0,0,0,0,45,44,0,-1,-1,457799,106926,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,334575504.0,0.0,24.63,25.41,2.53,3.59,0.0,13601,29025,243,10698,0,0,0,16657,735,7,549,2161,1555,3279,1578,7,2009,2037,20,31281,7588,93,10048,17046,66056,535823.8976,-1,-1,-1,0.0171,0.0102,1.05e-07,-1,-1,-1,7.34,6.5,153.84615384615384,6.5,1,30,153.18,153.6,0.3,1,10,0.50,0,sky130_fd_sc_hd,AREA 1
